id,Age,Gender,Org
9.61117E+17,<=18,male,non-org
2240771406,19-29,male,non-org
1.41896E+18,19-29,male,non-org
1.35937E+18,>=40,male,is-org
1142443310,30-39,male,non-org
458628994,19-29,female,non-org
330990433,>=40,male,non-org
111978170,>=40,male,non-org
3988173759,19-29,female,non-org
1.35479E+18,<=18,male,non-org
93991625,<=18,male,non-org
1.2613E+18,<=18,male,non-org
53679746,<=18,male,non-org
17571573,30-39,female,is-org
1360097478,30-39,male,non-org
910350192,<=18,male,non-org
9.89193E+17,19-29,female,non-org
1.23927E+18,19-29,male,non-org
297042651,19-29,male,non-org
1.28874E+18,>=40,male,non-org
7.26034E+17,<=18,male,non-org
1.0357E+18,30-39,male,non-org
8.51079E+17,19-29,male,non-org
1.41429E+18,>=40,male,non-org
1.00336E+18,>=40,male,non-org
2647885584,>=40,male,non-org
212511080,<=18,male,non-org
1.00878E+18,19-29,male,non-org
8.31417E+17,19-29,male,non-org
1.09141E+18,19-29,male,is-org
4884402213,>=40,male,non-org
1.44225E+18,<=18,male,non-org
1.3711E+18,<=18,male,non-org
1.38945E+18,19-29,male,non-org
247700362,30-39,male,non-org
553559345,>=40,male,non-org
1286410837,19-29,male,non-org
1.24144E+18,<=18,male,non-org
1.40058E+18,>=40,male,is-org
1.19389E+18,19-29,male,non-org
1.37556E+18,>=40,male,is-org
1.37565E+18,>=40,male,is-org
1.43584E+18,<=18,male,non-org
1.06028E+18,<=18,male,non-org
7.11881E+17,>=40,male,is-org
3432901089,30-39,male,non-org
1.22137E+18,>=40,female,is-org
83431955,30-39,male,non-org
1.41258E+18,19-29,female,non-org
1.33452E+18,30-39,male,non-org
2565066592,19-29,male,non-org
93921403,>=40,male,is-org
308683349,19-29,male,non-org
1.2464E+18,<=18,male,non-org
193635454,>=40,female,is-org
272460895,>=40,male,non-org
1.4437E+18,30-39,female,non-org
609397742,30-39,male,is-org
1286238691,>=40,male,is-org
48675745,>=40,male,is-org
25053299,>=40,male,is-org
31358536,>=40,male,non-org
304411360,<=18,male,is-org
9.21721E+17,<=18,male,non-org
1.14887E+18,>=40,male,non-org
1.12279E+18,<=18,male,non-org
1.01342E+18,>=40,male,non-org
1.01342E+18,>=40,male,non-org
8.88715E+17,<=18,male,non-org
10364872,<=18,male,non-org
9.61237E+17,>=40,male,non-org
20520172,>=40,female,is-org
709791186,<=18,male,non-org
1.20691E+18,30-39,male,non-org
1.31399E+18,>=40,male,non-org
1.41767E+18,>=40,male,is-org
4376252952,30-39,male,non-org
7.2642E+17,>=40,male,non-org
9.84493E+17,<=18,male,non-org
7.56561E+17,30-39,male,non-org
1.30192E+18,19-29,male,non-org
1.34403E+18,>=40,male,non-org
1.34403E+18,>=40,male,non-org
8.59409E+17,30-39,male,non-org
1.18911E+18,<=18,male,non-org
1.03657E+18,<=18,male,non-org
282492189,19-29,male,non-org
1.22241E+18,<=18,female,is-org
98358961,19-29,male,is-org
1.24111E+18,<=18,female,non-org
340784672,30-39,male,non-org
1.00148E+18,<=18,male,non-org
1.35305E+18,<=18,male,non-org
1.2997E+18,>=40,male,non-org
1.02035E+18,19-29,male,non-org
3075065753,>=40,male,is-org
3075065753,>=40,male,is-org
3593599403,>=40,male,is-org
7.38477E+17,>=40,female,non-org
74119218,>=40,male,non-org
74119218,>=40,male,non-org
250062140,<=18,male,is-org
1.41095E+18,30-39,female,non-org
1641024726,19-29,male,non-org
1.42216E+18,19-29,male,non-org
126075164,30-39,female,non-org
16754301,>=40,male,non-org
1.29686E+18,<=18,male,non-org
570618142,19-29,male,non-org
1.15037E+18,30-39,male,non-org
1961269236,>=40,male,non-org
7.88001E+17,<=18,female,non-org
8.91407E+17,30-39,female,non-org
183201869,19-29,male,is-org
4925291307,<=18,male,non-org
210907693,>=40,male,non-org
8.97459E+17,<=18,male,non-org
1.14536E+18,>=40,male,is-org
1882955851,30-39,male,non-org
850504404,<=18,male,non-org
336532591,>=40,male,non-org
618647631,19-29,female,non-org
1.35508E+18,<=18,male,non-org
1.35508E+18,<=18,male,non-org
2518999703,19-29,male,non-org
1.40523E+18,<=18,male,non-org
1.14715E+18,<=18,male,non-org
1.35793E+18,>=40,male,is-org
1545994664,19-29,male,is-org
1.19428E+18,>=40,male,non-org
1.13531E+18,<=18,male,non-org
539826961,>=40,male,non-org
57582361,>=40,male,non-org
1.06312E+18,<=18,male,non-org
1.28699E+18,30-39,male,non-org
9.17308E+17,30-39,male,non-org
7.78504E+17,19-29,male,non-org
3244633509,<=18,male,non-org
1.09971E+18,19-29,male,is-org
1.10694E+18,30-39,male,non-org
1.42458E+18,<=18,female,non-org
36339032,>=40,male,is-org
9.48258E+17,19-29,female,non-org
8.68093E+17,<=18,male,non-org
116007813,19-29,male,is-org
7.5211E+17,>=40,male,non-org
1.27867E+18,>=40,male,non-org
1.28074E+18,<=18,male,is-org
1.28236E+18,<=18,male,non-org
74140757,>=40,female,non-org
74140757,>=40,female,non-org
1.44428E+18,>=40,male,non-org
1.44428E+18,<=18,male,non-org
2187358110,19-29,male,non-org
909970940,30-39,male,non-org
1.36072E+18,19-29,female,non-org
1.19669E+18,<=18,male,non-org
1.21639E+18,<=18,female,non-org
8.02416E+17,<=18,male,non-org
1.37319E+18,30-39,male,non-org
1.09887E+18,30-39,male,is-org
35284784,>=40,male,non-org
234787186,<=18,male,non-org
1.17677E+18,>=40,male,non-org
1.17677E+18,>=40,male,non-org
1.17677E+18,>=40,male,non-org
1.17677E+18,>=40,male,non-org
1.17677E+18,>=40,male,non-org
783475735,>=40,female,non-org
2439103317,30-39,male,non-org
1264437991,>=40,female,non-org
1264437991,>=40,female,non-org
994193005,<=18,male,is-org
1.38767E+18,<=18,male,non-org
1.39818E+18,19-29,male,non-org
1.02709E+18,<=18,male,non-org
258041710,>=40,male,non-org
258041710,>=40,male,non-org
258041710,>=40,male,non-org
1.3332E+18,30-39,male,non-org
255843191,30-39,male,non-org
1.18007E+18,19-29,female,non-org
1.30655E+18,19-29,male,non-org
123045493,19-29,female,non-org
20205104,19-29,male,non-org
1.37557E+18,>=40,male,is-org
1.22477E+18,<=18,male,non-org
1.24117E+18,<=18,male,non-org
8.23066E+17,19-29,male,non-org
1.3703E+18,>=40,male,is-org
3391613693,19-29,male,non-org
1192986602,19-29,male,non-org
1.33644E+18,30-39,male,non-org
1.13936E+18,19-29,male,non-org
8.73552E+17,19-29,male,non-org
100258807,<=18,male,non-org
63530041,>=40,male,non-org
1.07042E+18,<=18,female,non-org
1.07042E+18,<=18,female,non-org
1.07042E+18,<=18,female,non-org
601216726,<=18,male,non-org
7.28282E+17,30-39,female,non-org
1.06196E+18,<=18,male,non-org
9.56166E+17,30-39,male,non-org
9.99915E+17,<=18,female,non-org
905977591,19-29,male,non-org
1.3753E+18,>=40,male,is-org
1.3753E+18,>=40,male,is-org
1.40347E+18,30-39,male,is-org
1.40347E+18,30-39,male,is-org
1.40347E+18,30-39,male,is-org
1.40347E+18,30-39,male,is-org
1.40347E+18,30-39,male,is-org
9.14435E+17,<=18,female,is-org
73038292,19-29,male,non-org
2886101350,>=40,male,is-org
116756124,30-39,female,non-org
7.72115E+17,19-29,female,non-org
166494543,30-39,male,non-org
1.30685E+18,>=40,female,is-org
2814782611,>=40,female,non-org
1.41754E+18,19-29,male,non-org
140248738,<=18,male,non-org
7.11247E+17,>=40,male,non-org
40062198,19-29,male,non-org
40062198,19-29,male,non-org
40472849,>=40,male,non-org
1.40682E+18,>=40,male,is-org
1.38212E+18,>=40,male,is-org
1.38212E+18,>=40,male,is-org
1.38212E+18,>=40,male,is-org
1.38212E+18,>=40,male,is-org
1.38457E+18,>=40,male,is-org
1.38457E+18,>=40,male,is-org
1.38457E+18,>=40,male,is-org
1.38457E+18,>=40,male,is-org
1.38457E+18,>=40,male,is-org
1.38457E+18,>=40,male,is-org
1.39717E+18,>=40,female,non-org
7.08746E+17,<=18,male,non-org
1.28633E+18,19-29,male,non-org
449173094,>=40,male,non-org
449173094,>=40,male,non-org
1009018868,<=18,male,non-org
18976603,>=40,male,non-org
7.38258E+17,>=40,male,is-org
1.37553E+18,30-39,male,is-org
1.37553E+18,30-39,male,is-org
41588604,>=40,male,is-org
8.97596E+17,>=40,male,non-org
8.97596E+17,>=40,male,non-org
562158641,<=18,female,non-org
1057295208,19-29,male,is-org
2949553449,<=18,male,non-org
1.20894E+18,<=18,female,non-org
1.40528E+18,>=40,male,is-org
1.40528E+18,>=40,male,is-org
1.40528E+18,>=40,male,is-org
1913790068,19-29,male,non-org
86438975,>=40,male,non-org
44865334,>=40,female,is-org
7.91274E+17,>=40,male,is-org
1.40563E+18,>=40,male,is-org
1044572904,19-29,male,non-org
1.38669E+18,>=40,male,is-org
1.1885E+18,<=18,female,non-org
1.1885E+18,<=18,female,non-org
1134501554,<=18,male,non-org
180671106,19-29,male,non-org
396841673,19-29,female,non-org
1.11065E+18,<=18,male,non-org
1.11065E+18,<=18,male,non-org
9.34003E+17,19-29,male,non-org
1.42206E+18,>=40,male,non-org
1.43886E+18,19-29,male,non-org
1.3666E+18,<=18,male,non-org
1.17643E+18,30-39,male,is-org
1.17643E+18,30-39,male,is-org
2251370712,19-29,male,is-org
2251370712,19-29,male,is-org
1.08661E+18,>=40,male,non-org
9.07195E+17,<=18,male,non-org
1.20769E+18,30-39,male,non-org
1.26349E+18,<=18,male,is-org
1.30734E+18,<=18,male,non-org
1.35793E+18,>=40,male,is-org
528280485,30-39,male,non-org
1.07584E+18,>=40,male,non-org
8.28186E+17,30-39,male,non-org
1257964988,19-29,male,non-org
19282611,>=40,male,non-org
1.43314E+18,<=18,male,non-org
442122288,<=18,male,non-org
42590803,>=40,male,is-org
42590803,>=40,male,is-org
1920346044,30-39,male,non-org
2163493043,19-29,male,non-org
1.2392E+18,<=18,female,non-org
3911146877,<=18,male,non-org
8.74691E+17,<=18,male,non-org
302045293,<=18,male,non-org
180513875,30-39,male,non-org
257443291,>=40,male,is-org
78135265,<=18,male,non-org
1545994664,19-29,male,is-org
135052731,<=18,male,non-org
2884690725,<=18,male,non-org
7.13365E+17,<=18,male,is-org
1.0722E+18,>=40,male,non-org
226875823,>=40,male,non-org
1.00013E+18,<=18,male,non-org
1.40058E+18,>=40,male,is-org
1.40058E+18,>=40,male,is-org
1.40058E+18,>=40,male,is-org
60044753,>=40,male,non-org
1.2221E+18,19-29,female,is-org
7.51799E+17,>=40,male,non-org
2155324420,19-29,male,non-org
1.06278E+18,19-29,male,non-org
1.36623E+18,<=18,male,non-org
67086713,19-29,male,non-org
1.21243E+18,>=40,male,non-org
1.0051E+18,<=18,male,non-org
1.22882E+18,19-29,female,non-org
6509832,>=40,male,is-org
1876450122,19-29,male,non-org
355110873,<=18,male,is-org
197841824,>=40,male,non-org
1.38955E+18,19-29,male,non-org
7.45127E+17,<=18,female,non-org
1.34504E+18,<=18,male,is-org
1.34504E+18,<=18,male,is-org
3050398433,<=18,male,non-org
1.38583E+18,>=40,male,is-org
1.34235E+18,30-39,male,is-org
4824179268,<=18,female,non-org
221753417,30-39,male,non-org
1.20017E+18,<=18,male,non-org
1.01778E+18,>=40,male,non-org
108645462,19-29,male,non-org
108645462,19-29,male,non-org
1623021913,19-29,male,non-org
1683673910,19-29,female,non-org
1.25332E+18,>=40,male,is-org
1030164804,19-29,male,is-org
1.25635E+18,>=40,male,non-org
1.437E+18,30-39,male,non-org
1.3362E+18,30-39,male,is-org
114182681,30-39,male,non-org
8.70812E+17,>=40,male,non-org
1654229582,>=40,male,non-org
136298656,30-39,male,non-org
3438663070,>=40,male,non-org
351442461,>=40,male,non-org
1.03487E+18,19-29,male,non-org
1.41802E+18,19-29,female,non-org
1.24828E+18,>=40,female,is-org
106992281,30-39,male,non-org
1.04641E+18,19-29,male,non-org
285657069,>=40,male,is-org
25657818,>=40,male,non-org
1.33073E+18,<=18,male,non-org
2437162551,<=18,male,non-org
1.35127E+18,30-39,male,is-org
7.01719E+17,19-29,male,non-org
9.25794E+17,19-29,female,non-org
7.32176E+17,19-29,male,non-org
17536850,>=40,male,is-org
1.30843E+18,30-39,male,non-org
288753070,19-29,male,non-org
1.19757E+18,<=18,male,non-org
2891047298,<=18,male,non-org
7.85047E+17,>=40,male,is-org
1.07398E+18,<=18,male,non-org
53358293,19-29,male,non-org
403920410,<=18,male,non-org
2411357797,>=40,male,non-org
1.04316E+18,19-29,male,non-org
46105095,19-29,male,non-org
1.38551E+18,19-29,male,non-org
210630490,19-29,male,is-org
9.10382E+17,19-29,male,non-org
2518999703,19-29,male,non-org
1.1302E+18,>=40,female,is-org
1.26214E+18,<=18,female,non-org
1.263E+18,>=40,male,non-org
541544894,30-39,male,non-org
4825746279,<=18,male,non-org
1.42723E+18,>=40,male,non-org
23296124,19-29,female,non-org
23296124,19-29,female,non-org
1.23736E+18,>=40,male,is-org
115411365,>=40,female,is-org
1.08353E+18,>=40,male,is-org
8.87406E+17,<=18,male,is-org
1259268096,<=18,male,is-org
1550127619,>=40,male,is-org
1.09996E+18,>=40,male,non-org
50294583,>=40,female,is-org
98995882,30-39,male,non-org
9.99912E+17,19-29,male,non-org
1.3127E+18,19-29,female,non-org
1.08114E+18,>=40,male,non-org
4536296363,19-29,male,non-org
8.79702E+17,30-39,male,non-org
8.81061E+17,19-29,male,is-org
1.30943E+18,<=18,male,non-org
1.00574E+18,>=40,male,non-org
1.39872E+18,>=40,male,is-org
1.34369E+18,>=40,male,is-org
3684890896,30-39,male,is-org
1427738252,19-29,male,non-org
9.83628E+17,30-39,male,non-org
7.68142E+17,30-39,male,is-org
1.43049E+18,<=18,male,non-org
1.31196E+18,19-29,female,non-org
1.09255E+18,>=40,male,is-org
1.40919E+18,>=40,male,non-org
213361372,19-29,male,non-org
42264378,19-29,male,non-org
2295367029,30-39,male,non-org
1.08331E+18,<=18,female,non-org
1.22261E+18,<=18,female,non-org
1.39804E+18,>=40,male,non-org
1.0553E+18,<=18,male,non-org
1.42016E+18,>=40,male,non-org
1.42016E+18,>=40,male,non-org
1.42016E+18,>=40,male,non-org
275166137,19-29,female,non-org
1699393656,>=40,male,non-org
340446032,19-29,male,non-org
1.30503E+18,19-29,male,non-org
1.40271E+18,>=40,male,is-org
1.37558E+18,<=18,male,is-org
114423538,30-39,male,non-org
1.24818E+18,>=40,male,non-org
1.40635E+18,>=40,male,is-org
1.42971E+18,<=18,male,non-org
718635048,19-29,male,non-org
1.18225E+18,>=40,male,non-org
219997117,>=40,male,is-org
39012823,>=40,male,non-org
1.38163E+18,<=18,male,non-org
8.13037E+17,30-39,male,is-org
302775122,>=40,male,non-org
1.17242E+18,<=18,male,non-org
64078471,19-29,female,non-org
8.81886E+17,>=40,male,non-org
3075065753,>=40,male,is-org
1.37547E+18,19-29,female,non-org
1.37564E+18,<=18,male,is-org
1.20848E+18,>=40,male,non-org
1.43927E+18,<=18,male,is-org
67360804,>=40,male,non-org
564807986,<=18,male,non-org
475865608,19-29,male,non-org
3004048514,<=18,male,non-org
398687849,>=40,male,non-org
4534267157,<=18,male,non-org
1.43176E+18,>=40,male,non-org
585567617,19-29,female,non-org
1.3937E+18,>=40,male,is-org
1341163970,>=40,male,non-org
799880712,>=40,male,non-org
132288724,>=40,male,non-org
8.315E+17,30-39,male,non-org
1.44195E+18,<=18,female,non-org
1.26418E+18,>=40,male,non-org
1.35508E+18,<=18,male,non-org
63159405,>=40,male,is-org
214347619,19-29,male,non-org
1.38E+18,>=40,male,non-org
8.82872E+17,<=18,male,non-org
1.05086E+18,>=40,female,is-org
1.22662E+18,<=18,female,non-org
9.84493E+17,<=18,male,non-org
347497075,30-39,male,non-org
1.40811E+18,<=18,female,non-org
1.11238E+18,<=18,male,non-org
1.11238E+18,<=18,male,non-org
9.84493E+17,<=18,male,non-org
9.84493E+17,<=18,male,non-org
2511901982,>=40,male,non-org
8.30077E+17,>=40,male,non-org
787499976,>=40,male,non-org
21009100,>=40,male,non-org
264160177,19-29,male,is-org
132288724,>=40,male,non-org
2694154514,>=40,male,non-org
1.24697E+18,<=18,male,non-org
1.24697E+18,<=18,male,non-org
1.33377E+18,30-39,male,is-org
19977449,>=40,male,is-org
19977449,>=40,male,is-org
19977449,>=40,male,is-org
1.42745E+18,<=18,male,non-org
2249076422,19-29,male,non-org
2249076422,19-29,male,non-org
2249076422,19-29,male,non-org
2249076422,19-29,male,non-org
2249076422,19-29,male,non-org
1.41815E+18,>=40,male,non-org
1.37556E+18,>=40,male,is-org
1.37565E+18,>=40,male,is-org
1.37565E+18,>=40,male,is-org
2395685646,>=40,male,non-org
75414252,>=40,male,non-org
75414252,>=40,male,non-org
1.01082E+18,19-29,male,non-org
4924011363,30-39,male,non-org
1.06935E+18,<=18,male,non-org
1.32169E+18,<=18,male,non-org
1.10371E+18,19-29,male,non-org
1339881210,19-29,male,non-org
1.37553E+18,30-39,male,is-org
1.37553E+18,30-39,male,is-org
1.38E+18,>=40,male,non-org
1.38E+18,>=40,male,non-org
1.25841E+18,<=18,male,non-org
3684890896,30-39,male,is-org
1.04218E+18,>=40,male,non-org
1.35077E+18,19-29,male,non-org
1.35077E+18,19-29,male,non-org
1.35077E+18,19-29,male,non-org
1.43024E+18,<=18,female,non-org
1.22364E+18,>=40,male,non-org
1.0822E+18,<=18,male,non-org
1.36811E+18,<=18,female,non-org
452132149,>=40,male,is-org
2464920044,>=40,male,non-org
487512775,<=18,male,is-org
1.34195E+18,<=18,male,is-org
1.24862E+18,19-29,male,non-org
1.24391E+18,<=18,female,non-org
1.26404E+18,>=40,male,non-org
4734033793,19-29,male,non-org
4734033793,19-29,male,non-org
115411365,>=40,female,is-org
2194674191,>=40,female,non-org
1.00907E+18,19-29,male,non-org
4845856821,>=40,male,is-org
1.29059E+18,<=18,male,is-org
1.10914E+18,19-29,male,non-org
1.1282E+18,>=40,male,is-org
91126362,>=40,male,is-org
41441852,>=40,male,non-org
8.70812E+17,>=40,male,non-org
1.40509E+18,<=18,male,non-org
1.3362E+18,30-39,male,is-org
1.3362E+18,30-39,male,is-org
1.3362E+18,30-39,male,is-org
95615704,>=40,male,non-org
2403156104,>=40,male,is-org
8.68318E+17,<=18,male,non-org
43648493,19-29,male,non-org
388597413,<=18,female,non-org
1.1367E+18,<=18,male,is-org
483116871,>=40,male,is-org
7.76663E+17,>=40,male,is-org
1.36804E+18,<=18,male,non-org
3153011014,>=40,male,non-org
7.98501E+17,19-29,male,is-org
7.98501E+17,19-29,male,is-org
1.05035E+18,<=18,male,non-org
7.53311E+17,19-29,male,non-org
1.32679E+18,>=40,male,non-org
1.06938E+18,<=18,male,non-org
707128075,<=18,male,non-org
1.23326E+18,30-39,male,non-org
4867705570,<=18,male,non-org
3031204466,>=40,male,non-org
1.30721E+18,<=18,male,non-org
9.39204E+17,<=18,male,non-org
4798154836,>=40,male,non-org
4798154836,>=40,male,non-org
4798154836,>=40,male,non-org
4798154836,>=40,male,non-org
4798154836,>=40,male,non-org
80122734,<=18,male,non-org
7.9493E+17,19-29,male,non-org
52455657,30-39,male,non-org
24866120,30-39,female,non-org
119695270,19-29,male,non-org
254102113,30-39,male,non-org
1.32625E+18,30-39,male,non-org
1.32625E+18,30-39,male,non-org
1.39186E+18,>=40,female,is-org
1.02901E+18,<=18,male,non-org
1.07968E+18,<=18,female,non-org
293128146,19-29,male,is-org
1.19428E+18,>=40,male,non-org
1.35537E+18,19-29,male,non-org
1.18297E+18,<=18,female,non-org
1353587677,>=40,male,non-org
1.00273E+18,>=40,male,non-org
1.21735E+18,>=40,male,non-org
7.45584E+17,19-29,male,non-org
1.03586E+18,<=18,male,non-org
1704659377,<=18,female,non-org
2307234091,19-29,female,is-org
2234927577,>=40,male,non-org
1.43205E+18,19-29,male,non-org
1.26262E+18,<=18,female,is-org
1.44351E+18,30-39,male,non-org
261924889,>=40,male,non-org
1.17947E+18,>=40,male,non-org
1.44107E+18,19-29,male,non-org
1.434E+18,<=18,male,non-org
1.41728E+18,19-29,male,is-org
898328539,19-29,male,non-org
1.3703E+18,>=40,male,is-org
7.57291E+17,19-29,male,non-org
18124280,30-39,male,non-org
1.28929E+18,<=18,male,is-org
2864194450,<=18,male,non-org
1.24562E+18,>=40,male,is-org
16285883,<=18,male,non-org
16285883,<=18,male,non-org
577856722,19-29,male,non-org
1.35508E+18,<=18,male,non-org
1.01178E+18,19-29,male,non-org
1.01178E+18,19-29,male,non-org
1.29099E+18,>=40,male,non-org
298139324,>=40,female,non-org
514648548,30-39,male,non-org
9.49068E+17,19-29,female,non-org
39085534,<=18,male,is-org
1.38004E+18,<=18,male,non-org
7.96212E+17,>=40,male,non-org
841386726,>=40,male,non-org
119064160,<=18,female,non-org
1.2464E+18,<=18,male,non-org
1.42433E+18,<=18,male,non-org
1.28493E+18,>=40,female,non-org
1700338766,30-39,female,is-org
9.39487E+17,19-29,female,non-org
1.30581E+18,<=18,male,is-org
2799646646,>=40,male,is-org
1.38466E+18,>=40,male,is-org
2739743595,30-39,male,non-org
8.51328E+17,>=40,female,non-org
1.07761E+18,<=18,male,non-org
259939636,>=40,male,non-org
8.39008E+17,<=18,male,non-org
2163493043,19-29,male,non-org
1104755540,19-29,female,non-org
59457667,19-29,male,non-org
1.18007E+18,19-29,female,non-org
725371177,>=40,male,non-org
1.44199E+18,19-29,male,non-org
1.22408E+18,<=18,male,non-org
92824729,<=18,male,is-org
1.40866E+18,<=18,male,is-org
327322508,19-29,female,non-org
1.02584E+18,19-29,male,non-org
7.02842E+17,19-29,female,non-org
9.8333E+17,19-29,female,non-org
1.06767E+18,<=18,male,non-org
9.46868E+17,>=40,male,non-org
1.20623E+18,>=40,male,is-org
1153705152,>=40,male,is-org
81892652,30-39,male,non-org
2595408301,19-29,male,non-org
569908814,19-29,male,non-org
1.3164E+18,<=18,male,non-org
628053981,19-29,male,non-org
2319565742,>=40,male,non-org
218446812,19-29,female,non-org
218446812,19-29,female,non-org
103106452,>=40,male,non-org
42361626,30-39,male,non-org
1.30334E+18,<=18,male,is-org
1.31843E+18,>=40,male,is-org
7.13745E+17,>=40,female,is-org
1.35885E+18,<=18,female,non-org
1.30333E+18,19-29,male,is-org
1489721160,30-39,male,is-org
1.30334E+18,30-39,male,is-org
1.30333E+18,19-29,male,is-org
77964473,19-29,female,is-org
19903371,30-39,female,is-org
7.41546E+17,19-29,male,non-org
427596345,19-29,male,non-org
7.06199E+17,30-39,male,is-org
1545994664,19-29,male,is-org
1545994664,19-29,male,is-org
2352575077,<=18,female,non-org
1384161272,19-29,male,non-org
1.34212E+18,>=40,female,is-org
1.34212E+18,>=40,female,is-org
1.40234E+18,30-39,male,non-org
1.40234E+18,30-39,male,non-org
1.36425E+18,>=40,female,is-org
3080996789,30-39,female,non-org
3080996789,30-39,female,non-org
98849456,>=40,male,non-org
56362969,>=40,male,non-org
146743963,<=18,male,non-org
14175873,>=40,male,non-org
1.43046E+18,>=40,male,is-org
1.20585E+18,19-29,male,non-org
9.24982E+17,<=18,male,is-org
1.37564E+18,<=18,male,is-org
8.42458E+17,>=40,female,is-org
1.02471E+18,>=40,male,is-org
9.65841E+17,>=40,male,non-org
7.57691E+17,>=40,male,is-org
1.34903E+18,<=18,male,is-org
1.14596E+18,>=40,male,non-org
1.04758E+18,19-29,male,is-org
9.74311E+17,19-29,male,non-org
1.10653E+18,>=40,male,is-org
1.10653E+18,>=40,male,is-org
1323168847,>=40,male,is-org
1.17297E+18,<=18,male,is-org
9.51602E+17,<=18,female,non-org
217174801,>=40,male,non-org
217174801,>=40,male,non-org
28402741,30-39,female,non-org
19259405,19-29,female,non-org
1.4347E+18,<=18,female,non-org
3123310510,<=18,male,non-org
34096511,19-29,male,non-org
1.3092E+18,19-29,male,non-org
1.32195E+18,30-39,male,non-org
8.04473E+17,>=40,male,non-org
1.40882E+18,<=18,male,non-org
44853713,19-29,male,non-org
1.42841E+18,>=40,male,is-org
2969484317,19-29,male,non-org
576971305,19-29,male,is-org
372176534,30-39,male,non-org
1.13548E+18,<=18,male,non-org
4483798048,>=40,male,non-org
584635756,19-29,male,non-org
1.40347E+18,30-39,male,is-org
2274800816,>=40,male,is-org
1601480826,>=40,male,non-org
1.42046E+18,>=40,male,non-org
3035079946,19-29,male,non-org
468601434,19-29,male,non-org
9.5478E+17,>=40,male,non-org
180207395,19-29,male,non-org
458967816,19-29,male,non-org
591247905,30-39,male,non-org
591247905,30-39,male,non-org
1.3828E+18,>=40,male,is-org
1.35602E+18,<=18,male,non-org
1480082426,30-39,male,non-org
8.61456E+17,19-29,male,non-org
3382041796,>=40,female,is-org
92975113,>=40,male,non-org
216936421,19-29,male,non-org
108645462,19-29,male,non-org
108645462,19-29,male,non-org
21864298,>=40,male,non-org
4643644997,<=18,male,non-org
1.20914E+18,30-39,male,non-org
7.9202E+17,19-29,male,non-org
350800864,19-29,male,non-org
350800864,19-29,male,non-org
1.22913E+18,19-29,male,non-org
1.1302E+18,>=40,female,is-org
1.21717E+18,<=18,male,non-org
1.30039E+18,<=18,female,non-org
288753070,19-29,male,non-org
377342391,30-39,male,is-org
1.39992E+18,<=18,male,non-org
1.35981E+18,19-29,male,non-org
1.06568E+18,<=18,female,non-org
1.26259E+18,19-29,female,non-org
1.40383E+18,>=40,male,is-org
1.35104E+18,<=18,male,non-org
1.06336E+18,30-39,male,non-org
1.06336E+18,30-39,male,non-org
3534222021,>=40,female,is-org
362138214,30-39,male,non-org
1.38777E+18,19-29,male,non-org
16987539,>=40,male,is-org
1.31609E+18,30-39,male,non-org
8.51881E+17,30-39,female,non-org
2191033366,<=18,female,non-org
600430180,30-39,male,non-org
9.21721E+17,<=18,male,non-org
4417232833,>=40,male,non-org
949416157,19-29,female,non-org
354537587,>=40,male,non-org
7.45802E+17,<=18,male,is-org
277440036,<=18,male,non-org
1.28236E+18,<=18,male,non-org
1.28236E+18,<=18,male,non-org
1.28236E+18,<=18,male,non-org
1.38317E+18,30-39,male,is-org
45345052,>=40,male,non-org
1.36881E+18,19-29,male,is-org
1.18767E+18,>=40,male,non-org
1.18767E+18,>=40,male,non-org
1.18767E+18,>=40,male,non-org
234351149,19-29,male,non-org
1.3622E+18,<=18,female,non-org
1.44124E+18,>=40,male,is-org
2408272281,19-29,male,non-org
428432490,<=18,female,non-org
1.26349E+18,<=18,male,is-org
1.27427E+18,19-29,male,non-org
1.27427E+18,19-29,male,non-org
1.42683E+18,<=18,male,non-org
1.41369E+18,19-29,female,non-org
135784305,>=40,male,is-org
569908814,19-29,male,non-org
1.43867E+18,19-29,female,non-org
1.43509E+18,>=40,male,non-org
1.1302E+18,>=40,female,is-org
1.33137E+18,>=40,male,is-org
1.33137E+18,>=40,male,is-org
1.41675E+18,>=40,female,is-org
1.44056E+18,<=18,male,non-org
1.0536E+18,30-39,female,non-org
18235949,>=40,male,non-org
8.38642E+17,19-29,male,non-org
8.38642E+17,19-29,male,non-org
8.38642E+17,19-29,male,non-org
1.02989E+18,19-29,male,non-org
1.04641E+18,19-29,male,non-org
7.17644E+17,<=18,male,non-org
1.39804E+18,>=40,male,non-org
1.39804E+18,>=40,male,non-org
1.39768E+18,>=40,male,is-org
148947268,19-29,male,is-org
9.59271E+17,19-29,male,non-org
1.02351E+18,19-29,male,non-org
8.50557E+17,<=18,male,non-org
193918201,19-29,male,non-org
307816419,19-29,male,non-org
92469320,<=18,male,non-org
92469320,<=18,male,non-org
1.30247E+18,>=40,male,is-org
903000955,<=18,male,is-org
5104571,>=40,male,is-org
1.41476E+18,<=18,male,non-org
1.3585E+18,30-39,male,non-org
2609337934,<=18,male,non-org
1.41838E+18,19-29,male,non-org
9.04813E+17,<=18,male,non-org
9.70003E+17,19-29,male,non-org
2361844723,<=18,male,non-org
1.41233E+18,30-39,male,non-org
313110657,19-29,male,non-org
7.13542E+17,>=40,male,non-org
17536850,>=40,male,is-org
