id,Age,Gender,Org
125730279,>=40,male,non-org
2251370712,19-29,male,is-org
1.35077E+18,19-29,male,non-org
1.20298E+18,<=18,female,non-org
1.44256E+18,<=18,male,non-org
1.41896E+18,19-29,male,non-org
8.20721E+17,19-29,male,non-org
1.28307E+18,>=40,male,non-org
1.43918E+18,<=18,male,non-org
1.43818E+18,<=18,female,non-org
1.33863E+18,>=40,male,is-org
769226472,30-39,female,non-org
118479690,30-39,female,non-org
407042608,30-39,male,non-org
17131654,>=40,male,non-org
9.62952E+17,>=40,male,is-org
9.90284E+17,<=18,female,non-org
555921509,>=40,male,non-org
7.22582E+17,>=40,male,is-org
1.0902E+18,19-29,male,non-org
158788504,19-29,male,non-org
3153418935,19-29,male,non-org
230294224,30-39,male,is-org
70223230,>=40,male,is-org
710823211,19-29,male,non-org
1886554680,30-39,male,non-org
3388305483,<=18,male,non-org
196487481,<=18,male,non-org
1.37319E+18,<=18,male,non-org
404114427,>=40,male,is-org
425862137,19-29,male,is-org
2682046003,19-29,male,non-org
8.24732E+17,>=40,male,non-org
8.21998E+17,>=40,male,is-org
2575072692,30-39,male,is-org
567868715,>=40,male,non-org
3364273107,>=40,male,non-org
219327896,<=18,female,is-org
16803602,>=40,male,is-org
1.2961E+18,<=18,male,is-org
610429671,>=40,male,non-org
285837018,>=40,male,non-org
1.39685E+18,<=18,male,non-org
1.32082E+18,<=18,female,non-org
8.93959E+17,19-29,male,non-org
231794057,30-39,male,non-org
1.22331E+18,>=40,male,is-org
2389935634,19-29,male,non-org
284768270,>=40,male,non-org
4839101818,19-29,male,non-org
2845213942,19-29,male,non-org
120804274,>=40,female,non-org
62512193,>=40,male,non-org
1.43176E+18,>=40,male,non-org
1.37554E+18,>=40,female,is-org
2228528335,>=40,male,non-org
461916588,19-29,male,non-org
9.15902E+17,<=18,female,non-org
1.29637E+18,>=40,male,is-org
1391483622,>=40,male,non-org
20203934,<=18,male,non-org
2585900155,19-29,male,non-org
1.32948E+18,19-29,female,non-org
8.19673E+17,>=40,female,non-org
206256679,19-29,male,non-org
1.33674E+18,>=40,female,is-org
8.92446E+17,19-29,male,non-org
19764998,>=40,male,non-org
1.11933E+18,<=18,male,non-org
103712078,30-39,male,is-org
9.07152E+17,19-29,male,is-org
4816965256,<=18,male,non-org
2601856374,19-29,male,non-org
482126936,>=40,female,non-org
63162487,<=18,male,is-org
1.16613E+18,19-29,male,non-org
1.16613E+18,19-29,male,non-org
2913485409,<=18,male,non-org
121425243,>=40,male,non-org
121425243,>=40,male,non-org
3407265442,19-29,male,non-org
158011765,19-29,female,non-org
4340860936,>=40,male,is-org
1.37568E+18,>=40,male,is-org
1.34235E+18,30-39,male,is-org
1.37075E+18,19-29,male,non-org
631227416,19-29,male,non-org
1.32625E+18,30-39,male,non-org
1.36731E+18,19-29,female,is-org
1.38E+18,<=18,male,non-org
969238434,<=18,male,is-org
243853019,>=40,male,is-org
1.04509E+18,19-29,female,non-org
53950953,>=40,male,non-org
2435577871,>=40,male,is-org
77510052,>=40,female,non-org
126245732,30-39,female,non-org
126245732,30-39,female,non-org
2575072692,30-39,male,is-org
721749366,>=40,male,non-org
1.3794E+18,<=18,male,non-org
109517230,>=40,male,is-org
4884358167,<=18,male,non-org
103337452,>=40,female,non-org
1957339368,<=18,female,non-org
1.02827E+18,30-39,male,non-org
443565818,19-29,male,non-org
53950953,>=40,male,non-org
53950953,>=40,male,non-org
602744176,>=40,male,is-org
8.97596E+17,>=40,male,non-org
3293914270,>=40,male,non-org
2458510246,>=40,male,non-org
427192260,30-39,male,non-org
479917561,30-39,female,non-org
1543602282,19-29,male,non-org
1.36639E+18,30-39,female,is-org
1.36755E+18,19-29,female,is-org
1.34369E+18,>=40,male,is-org
1.34369E+18,>=40,male,is-org
1.38212E+18,>=40,male,is-org
1.37568E+18,>=40,male,is-org
1.37568E+18,>=40,male,is-org
1.37568E+18,>=40,male,is-org
1.37568E+18,>=40,male,is-org
1.37568E+18,>=40,male,is-org
1.37568E+18,>=40,male,is-org
1.39804E+18,>=40,male,non-org
2526367077,19-29,male,non-org
2526367077,19-29,male,non-org
20618084,>=40,male,is-org
1.22799E+18,30-39,male,non-org
9.50701E+17,30-39,male,non-org
1.08992E+18,19-29,female,non-org
1.24893E+18,19-29,male,non-org
1.02412E+18,19-29,male,non-org
1.39244E+18,30-39,male,non-org
9.72215E+17,<=18,male,non-org
1734356648,>=40,male,is-org
1734356648,>=40,male,is-org
1.40347E+18,30-39,male,is-org
1.40347E+18,30-39,male,is-org
2865496997,19-29,female,non-org
9.2353E+17,<=18,female,is-org
121425243,>=40,male,non-org
121425243,>=40,male,non-org
453941251,>=40,male,non-org
453941251,>=40,male,non-org
433660166,>=40,male,non-org
27021995,<=18,male,non-org
206334779,>=40,male,non-org
1.2457E+18,19-29,male,non-org
329951566,>=40,male,non-org
1.40981E+18,>=40,male,is-org
151780627,30-39,male,non-org
52891634,30-39,female,non-org
52891634,30-39,female,non-org
87464979,>=40,male,non-org
7.47691E+17,>=40,female,non-org
9.52293E+17,<=18,male,non-org
1.17544E+18,30-39,male,non-org
1.3744E+18,>=40,male,non-org
1.37558E+18,<=18,male,is-org
1.34235E+18,30-39,male,is-org
7.68217E+17,>=40,male,is-org
24619221,<=18,male,is-org
8.84354E+17,<=18,female,non-org
1.37284E+18,<=18,male,non-org
47773590,<=18,male,non-org
3286491961,30-39,male,non-org
3286491961,30-39,male,non-org
7.34457E+17,>=40,male,is-org
7.34457E+17,>=40,male,is-org
3056907782,<=18,male,non-org
1.29534E+18,>=40,female,non-org
222013185,>=40,male,is-org
7.13325E+17,>=40,male,is-org
1.40916E+18,>=40,female,non-org
2425235374,>=40,male,non-org
319872758,>=40,male,non-org
1866570348,<=18,male,non-org
1.15559E+18,19-29,male,non-org
2460518481,19-29,male,non-org
1.41216E+18,<=18,female,non-org
1.152E+18,<=18,male,non-org
301386704,19-29,male,non-org
580997938,>=40,female,is-org
142668282,>=40,male,is-org
1.37412E+18,>=40,male,non-org
35996735,>=40,male,non-org
1.28062E+18,30-39,male,non-org
1.4373E+18,19-29,female,non-org
1.43176E+18,>=40,male,non-org
1.43176E+18,>=40,male,non-org
441210459,>=40,female,non-org
15438151,>=40,male,non-org
221399884,>=40,male,non-org
1.31132E+18,<=18,male,is-org
1.31132E+18,<=18,male,is-org
557217532,>=40,male,non-org
7.93757E+17,>=40,male,is-org
8.68734E+17,19-29,female,non-org
1.07407E+18,<=18,female,is-org
1.07407E+18,<=18,female,is-org
1.43131E+18,19-29,male,non-org
1.39872E+18,>=40,male,is-org
1.4312E+18,<=18,male,is-org
1.4312E+18,<=18,male,is-org
1.37028E+18,19-29,male,non-org
1.23456E+18,>=40,male,non-org
1.24406E+18,<=18,female,non-org
617941747,>=40,male,non-org
29792625,30-39,male,non-org
7.00767E+17,19-29,male,is-org
1.32085E+18,>=40,male,non-org
1.26961E+18,>=40,male,is-org
9.74749E+17,>=40,male,non-org
8.8427E+17,19-29,female,is-org
1.3759E+18,<=18,female,non-org
12992972,>=40,male,non-org
12992972,>=40,male,non-org
12992972,>=40,male,non-org
1.42719E+18,19-29,male,is-org
1.13915E+18,<=18,male,non-org
1.44099E+18,>=40,male,non-org
1.42009E+18,30-39,female,non-org
14814069,>=40,male,non-org
1001282328,>=40,male,is-org
1.35104E+18,>=40,male,non-org
7.65162E+17,>=40,female,non-org
1.30712E+18,19-29,male,non-org
1.32929E+18,30-39,male,non-org
3198839341,<=18,male,is-org
3198839341,<=18,male,is-org
3198839341,<=18,male,is-org
1.43226E+18,<=18,male,non-org
9.53846E+17,>=40,female,is-org
65011309,>=40,male,is-org
90391940,>=40,male,is-org
1329385788,>=40,male,is-org
4872408585,>=40,male,non-org
1.39923E+18,>=40,male,non-org
4577042920,<=18,male,non-org
1.03076E+18,<=18,female,non-org
9.54473E+17,30-39,male,is-org
1.39332E+18,30-39,male,is-org
1.39165E+18,<=18,male,is-org
470388208,30-39,male,non-org
7.9493E+17,19-29,male,non-org
1.21615E+18,<=18,male,non-org
9.70254E+17,<=18,male,non-org
1.13041E+18,>=40,male,non-org
16754301,>=40,male,non-org
1.22687E+18,>=40,male,non-org
9.07178E+17,>=40,male,non-org
2226257835,19-29,male,non-org
1.36431E+18,<=18,male,non-org
9.46903E+17,19-29,male,non-org
3499494856,19-29,male,non-org
3499494856,19-29,male,non-org
3499494856,19-29,male,non-org
9.91977E+17,19-29,female,non-org
1728304939,<=18,male,is-org
1.08289E+18,<=18,male,non-org
1.24436E+18,19-29,male,non-org
2770435108,<=18,male,non-org
1.06076E+18,<=18,male,non-org
1259558053,19-29,male,non-org
1259558053,19-29,male,non-org
1.39517E+18,>=40,male,is-org
1.09235E+18,<=18,female,non-org
216101368,30-39,male,non-org
1.35046E+18,<=18,male,non-org
711220486,19-29,male,non-org
1.3937E+18,>=40,male,is-org
1001194952,>=40,female,non-org
1.04393E+18,19-29,male,non-org
1.2513E+18,<=18,male,non-org
195693187,>=40,female,is-org
475844784,<=18,male,is-org
1.23876E+18,19-29,male,non-org
8.21675E+17,>=40,male,non-org
1.296E+18,19-29,female,non-org
1.3753E+18,>=40,male,is-org
4076908985,>=40,male,non-org
77825467,>=40,male,non-org
8.23015E+17,19-29,male,non-org
1.21752E+18,>=40,male,is-org
955876915,<=18,male,non-org
1923037092,>=40,male,is-org
1.08115E+18,<=18,female,non-org
1.08115E+18,<=18,female,non-org
1.41886E+18,19-29,female,is-org
8.31405E+17,<=18,male,is-org
911760600,30-39,female,non-org
1.20951E+18,<=18,male,non-org
1420660507,>=40,male,non-org
1.2648E+18,19-29,male,non-org
522052782,<=18,male,is-org
1.17643E+18,30-39,male,is-org
1.42434E+18,30-39,male,non-org
8.3808E+17,>=40,male,non-org
1.04966E+18,<=18,male,non-org
1.06646E+18,>=40,male,is-org
1.1613E+18,<=18,female,non-org
7.8911E+17,>=40,male,is-org
501799002,>=40,male,is-org
2441614616,19-29,female,non-org
1.03416E+18,30-39,male,non-org
1.42267E+18,>=40,male,is-org
1.34926E+18,>=40,male,non-org
623217514,<=18,male,non-org
1.22241E+18,<=18,female,is-org
1.14111E+18,19-29,male,is-org
1.42356E+18,19-29,male,non-org
619944570,19-29,male,non-org
1232695212,>=40,male,non-org
1.41922E+18,<=18,male,is-org
380911762,19-29,female,non-org
1.43835E+18,<=18,female,non-org
1.43835E+18,<=18,female,non-org
4768176502,<=18,male,non-org
20199585,30-39,male,non-org
1.04919E+18,<=18,male,is-org
2972256316,19-29,female,non-org
8.60489E+17,>=40,male,is-org
8.60489E+17,>=40,male,is-org
8.60489E+17,>=40,male,is-org
1.15178E+18,19-29,male,non-org
25266260,30-39,male,non-org
1.31276E+18,19-29,male,non-org
1.34198E+18,19-29,male,non-org
2648991242,<=18,male,non-org
1.09056E+18,<=18,male,is-org
1433275813,>=40,male,non-org
1.39081E+18,<=18,male,non-org
1.31081E+18,19-29,male,is-org
1.3225E+18,19-29,female,non-org
1.38418E+18,>=40,female,is-org
1.38418E+18,>=40,female,is-org
1.14423E+18,<=18,female,non-org
232908057,>=40,female,is-org
950679836,>=40,female,is-org
1.17964E+18,19-29,male,non-org
7.83265E+17,30-39,female,is-org
20225378,>=40,male,is-org
7.85047E+17,>=40,male,is-org
2466461957,>=40,female,non-org
1.3535E+18,19-29,female,non-org
1.40206E+18,<=18,male,non-org
2946727141,<=18,male,non-org
2202398043,19-29,male,non-org
1.39499E+18,>=40,male,is-org
258945409,>=40,male,non-org
1016712414,19-29,male,non-org
1.26248E+18,<=18,male,non-org
1087009279,>=40,male,is-org
7.52866E+17,>=40,male,is-org
474809378,19-29,female,non-org
1.40646E+18,>=40,male,is-org
9.99915E+17,<=18,female,non-org
3278701278,>=40,male,non-org
2334019182,<=18,male,non-org
1.4284E+18,19-29,male,non-org
70642742,>=40,male,non-org
1.40528E+18,>=40,male,is-org
1.38532E+18,>=40,male,is-org
1.01561E+18,19-29,female,non-org
1.14142E+18,<=18,male,non-org
1.02462E+18,30-39,male,non-org
1.42723E+18,>=40,male,non-org
7.52164E+17,>=40,male,non-org
1.32338E+18,30-39,male,non-org
2789583981,19-29,female,non-org
1.32701E+18,19-29,male,is-org
1.06506E+18,<=18,male,is-org
9.14831E+17,>=40,male,is-org
9.58653E+17,>=40,male,is-org
202703191,>=40,male,is-org
2674812072,19-29,male,non-org
7.07626E+17,30-39,male,non-org
1.27427E+18,19-29,male,non-org
68352265,19-29,female,non-org
68352265,19-29,female,non-org
1.40523E+18,<=18,male,non-org
2981720032,<=18,male,non-org
9.92109E+17,<=18,male,non-org
358248865,>=40,male,non-org
17836023,30-39,male,non-org
9.52955E+17,>=40,male,non-org
3232789052,<=18,male,non-org
1.35901E+18,30-39,male,non-org
1201103592,>=40,male,is-org
8.25023E+17,<=18,male,non-org
2192174179,30-39,male,is-org
1.37557E+18,>=40,male,is-org
1.40058E+18,>=40,male,is-org
1.10223E+18,<=18,male,non-org
1913790068,19-29,male,non-org
1.41714E+18,>=40,male,non-org
1.26574E+18,<=18,male,non-org
1.01304E+18,19-29,male,non-org
738612918,>=40,male,non-org
3082151861,>=40,female,is-org
21007958,<=18,male,is-org
1124722303,30-39,male,is-org
1.20607E+18,30-39,male,non-org
106029578,>=40,male,is-org
1.21593E+18,<=18,female,non-org
3321202473,<=18,male,non-org
1.38309E+18,19-29,male,non-org
1.11302E+18,19-29,male,non-org
7.36306E+17,30-39,male,non-org
9.29972E+17,19-29,male,non-org
2597740056,30-39,male,non-org
1.26956E+18,<=18,male,is-org
183201869,19-29,male,is-org
7.75765E+17,19-29,male,non-org
1.0417E+18,>=40,female,is-org
151379119,19-29,male,non-org
8.91062E+17,<=18,male,non-org
1.30005E+18,19-29,male,non-org
310183211,30-39,male,non-org
1.10717E+18,>=40,male,non-org
1.41644E+18,>=40,male,non-org
1.01497E+18,<=18,male,non-org
1.01497E+18,<=18,male,non-org
3180810578,<=18,female,non-org
1.3486E+18,<=18,male,non-org
1.11302E+18,19-29,male,non-org
3735716734,>=40,male,is-org
1.38466E+18,>=40,male,is-org
1.34235E+18,30-39,male,is-org
1.34235E+18,30-39,male,is-org
36339032,>=40,male,is-org
1.10795E+18,19-29,male,non-org
2575072692,30-39,male,is-org
604559065,30-39,male,non-org
386623854,30-39,male,is-org
8.71472E+17,<=18,male,non-org
1.41489E+18,>=40,male,non-org
1.31785E+18,30-39,female,non-org
1.37028E+18,19-29,male,non-org
2528075976,30-39,male,non-org
410167449,<=18,male,non-org
1087009279,>=40,male,is-org
1.32204E+18,19-29,male,non-org
92253151,>=40,male,non-org
2831921801,>=40,female,non-org
8.23834E+17,<=18,male,non-org
2850297666,<=18,male,non-org
151780627,30-39,male,non-org
1.44277E+18,>=40,male,non-org
119699106,>=40,male,is-org
1.34346E+18,>=40,male,non-org
13560972,<=18,male,non-org
1.29714E+18,>=40,female,is-org
1.0357E+18,30-39,male,non-org
1.35906E+18,>=40,male,is-org
42247052,>=40,male,non-org
1.20707E+18,<=18,male,non-org
1.20041E+18,>=40,male,non-org
584093171,<=18,male,non-org
1.13132E+18,<=18,male,non-org
1337288780,>=40,male,non-org
28783900,>=40,male,non-org
1612558759,19-29,male,non-org
9.12721E+17,>=40,male,is-org
9.12721E+17,>=40,male,is-org
9.12721E+17,>=40,male,is-org
9.12721E+17,>=40,male,is-org
143844881,>=40,male,is-org
257443291,>=40,male,is-org
32402023,>=40,male,is-org
1.35729E+18,30-39,male,non-org
1.35729E+18,30-39,male,non-org
1.35729E+18,30-39,male,non-org
1.35729E+18,30-39,male,non-org
1.30416E+18,>=40,male,non-org
1.20264E+18,<=18,male,non-org
7.96119E+17,>=40,male,non-org
1.3092E+18,19-29,male,non-org
21876643,30-39,male,non-org
2430655002,>=40,female,non-org
1.37566E+18,<=18,male,is-org
8.97596E+17,>=40,male,non-org
8.97596E+17,>=40,male,non-org
4417232833,>=40,male,non-org
90980877,19-29,male,non-org
1.40528E+18,>=40,male,is-org
1.40528E+18,>=40,male,is-org
1.33425E+18,>=40,male,non-org
73078512,19-29,female,non-org
73078512,19-29,female,non-org
8.706E+17,>=40,male,is-org
1.37569E+18,<=18,male,is-org
2275360499,19-29,female,non-org
3049444353,19-29,male,non-org
828601140,>=40,male,is-org
8.62698E+17,19-29,female,non-org
2249076422,19-29,male,non-org
2249076422,19-29,male,non-org
2249076422,19-29,male,non-org
2249076422,19-29,male,non-org
2249076422,19-29,male,non-org
3158997831,>=40,female,non-org
861776252,>=40,male,is-org
2382844295,>=40,male,non-org
1.15967E+18,<=18,male,non-org
1.15967E+18,<=18,male,non-org
1.15967E+18,<=18,male,non-org
1.15967E+18,<=18,male,non-org
1.07954E+18,<=18,male,non-org
1.38845E+18,>=40,male,is-org
2597740056,30-39,male,non-org
1.3407E+18,<=18,male,non-org
68352265,19-29,female,non-org
68352265,19-29,female,non-org
9.31605E+17,30-39,male,non-org
7.66488E+17,30-39,male,non-org
1.27043E+18,<=18,male,non-org
1.06203E+18,<=18,male,non-org
1.28846E+18,<=18,female,is-org
8.13133E+17,<=18,female,non-org
2201555080,30-39,male,non-org
285105055,30-39,male,is-org
1.12863E+18,<=18,male,non-org
1.25111E+18,<=18,female,non-org
3499494856,19-29,male,non-org
1.20677E+18,19-29,female,is-org
1.39872E+18,>=40,male,is-org
29792625,30-39,male,non-org
1.28922E+18,>=40,male,non-org
1.30217E+18,<=18,male,is-org
3003096591,19-29,male,non-org
191972027,>=40,male,non-org
1.3649E+18,<=18,male,is-org
1.02942E+18,19-29,male,non-org
193121525,30-39,female,non-org
2260187227,30-39,male,is-org
1.24971E+18,19-29,male,non-org
7.3141E+17,30-39,male,non-org
1.09056E+18,<=18,male,is-org
1.04827E+18,<=18,male,non-org
1.04827E+18,<=18,male,non-org
1.29992E+18,30-39,male,non-org
120782951,19-29,female,non-org
61187014,30-39,male,non-org
61187014,30-39,male,non-org
61187014,30-39,male,non-org
4882204751,30-39,male,non-org
270783318,19-29,male,non-org
270783318,19-29,male,non-org
270783318,19-29,male,non-org
1.10572E+18,19-29,female,non-org
1.43588E+18,<=18,male,is-org
1.41233E+18,30-39,male,non-org
7.75268E+17,<=18,male,non-org
1.33347E+18,<=18,male,is-org
1.04382E+18,>=40,male,non-org
1.04382E+18,>=40,male,non-org
1.04382E+18,>=40,male,non-org
1.36668E+18,<=18,male,non-org
1.35677E+18,19-29,male,non-org
311023074,>=40,male,non-org
29937704,19-29,male,non-org
1.29887E+18,<=18,male,non-org
1.29566E+18,>=40,male,is-org
19363138,>=40,female,is-org
53950953,>=40,male,non-org
1.23475E+18,19-29,male,non-org
1.23475E+18,19-29,male,non-org
9.41271E+17,<=18,male,is-org
1.40347E+18,<=18,male,non-org
50423091,>=40,male,non-org
50423091,>=40,male,non-org
50423091,>=40,male,non-org
1133192222,>=40,male,non-org
1.23632E+18,>=40,male,non-org
144855000,>=40,male,non-org
7.48561E+17,<=18,female,non-org
525368732,<=18,female,is-org
1.22241E+18,<=18,female,is-org
4798154836,>=40,male,non-org
4798154836,>=40,male,non-org
4798154836,>=40,male,non-org
4798154836,>=40,male,non-org
1387302414,30-39,male,is-org
1.23543E+18,<=18,female,non-org
7.12465E+17,>=40,male,non-org
1.18962E+18,>=40,male,is-org
1.18962E+18,>=40,male,is-org
20170306,30-39,male,non-org
132288724,>=40,male,non-org
132288724,>=40,male,non-org
1.22612E+18,<=18,male,non-org
14231451,>=40,male,non-org
594763427,>=40,male,non-org
121425243,>=40,male,non-org
1179189722,<=18,male,is-org
1.12098E+18,>=40,male,is-org
1.12098E+18,>=40,male,is-org
2425235374,>=40,male,non-org
7.1345E+17,<=18,male,non-org
266724998,19-29,female,non-org
1194617485,>=40,female,non-org
108458945,19-29,male,non-org
753674917,19-29,male,non-org
2578233917,<=18,female,non-org
1134501554,<=18,male,non-org
1.39186E+18,>=40,female,is-org
1.39186E+18,>=40,female,is-org
1.28114E+18,<=18,male,non-org
1550719884,<=18,male,non-org
307604120,>=40,female,is-org
1.33432E+18,30-39,female,non-org
4195377765,19-29,female,non-org
1.41728E+18,19-29,male,is-org
1.41728E+18,19-29,male,is-org
1.41728E+18,19-29,male,is-org
1.41728E+18,19-29,male,is-org
1.22946E+18,<=18,male,non-org
1.26897E+18,<=18,male,is-org
595875632,30-39,female,non-org
431831209,19-29,male,non-org
3395873919,19-29,male,non-org
1.4154E+18,<=18,male,non-org
1.34403E+18,>=40,male,non-org
1.10216E+18,19-29,male,non-org
50427950,19-29,male,non-org
1.14213E+18,30-39,male,non-org
550965798,30-39,male,non-org
1.20808E+18,<=18,male,non-org
8.38073E+17,19-29,male,non-org
359996351,>=40,male,non-org
929298236,<=18,male,is-org
433900756,19-29,male,non-org
387071619,>=40,male,non-org
7.53267E+17,19-29,male,non-org
2315233346,<=18,male,non-org
2315233346,<=18,male,non-org
8.69281E+17,30-39,male,non-org
3129963290,<=18,male,non-org
1.12423E+18,<=18,male,non-org
1.00101E+18,<=18,male,is-org
73716564,19-29,male,non-org
1396979821,19-29,female,non-org
1.40529E+18,>=40,male,is-org
1.40529E+18,>=40,male,is-org
1.32141E+18,19-29,male,non-org
1.32141E+18,19-29,male,non-org
26981747,<=18,male,non-org
1.14628E+18,19-29,male,non-org
1.14628E+18,19-29,male,non-org
8.54628E+17,<=18,male,non-org
564005419,>=40,male,non-org
125639464,>=40,male,is-org
59110226,>=40,male,is-org
59110226,>=40,male,is-org
1.16774E+18,>=40,male,non-org
31315136,<=18,male,is-org
1.11301E+18,30-39,male,non-org
1.39804E+18,>=40,male,non-org
1.35602E+18,<=18,male,non-org
591161351,<=18,male,non-org
1.12136E+18,<=18,male,non-org
1.42366E+18,>=40,male,is-org
1.42366E+18,>=40,male,is-org
274369575,>=40,male,non-org
91288137,30-39,male,non-org
347550693,>=40,male,non-org
1.16338E+18,<=18,male,non-org
19903371,30-39,female,is-org
1.40347E+18,30-39,male,is-org
1.40757E+18,30-39,female,non-org
32954727,>=40,male,non-org
7.4974E+17,>=40,male,non-org
7.4974E+17,>=40,male,non-org
433221361,19-29,female,non-org
16754301,>=40,male,non-org
517645130,19-29,male,non-org
1.37408E+18,<=18,male,is-org
7.37825E+17,>=40,male,non-org
1664939335,30-39,male,non-org
1.12027E+18,>=40,male,non-org
1.12027E+18,>=40,male,non-org
8.02544E+17,30-39,male,non-org
1.15197E+18,<=18,male,non-org
1.38E+18,>=40,male,non-org
1.25387E+18,30-39,male,non-org
1153705152,>=40,male,is-org
1.3562E+18,19-29,male,non-org
239826750,>=40,male,non-org
1.24749E+18,<=18,female,non-org
1441905846,>=40,male,non-org
9.97372E+17,<=18,male,non-org
1.41346E+18,>=40,male,is-org
1.01194E+18,<=18,female,non-org
162982210,30-39,male,non-org
9.77919E+17,19-29,male,non-org
289226817,30-39,male,non-org
708702420,<=18,male,non-org
7119732,<=18,female,non-org
393903017,<=18,male,is-org
1.17297E+18,<=18,male,is-org
1.17297E+18,<=18,male,is-org
123915393,>=40,male,non-org
8.42458E+17,>=40,female,is-org
218989784,>=40,male,non-org
9.52785E+17,30-39,male,non-org
1.43778E+18,<=18,male,non-org
1.31738E+18,30-39,male,non-org
592052300,30-39,male,non-org
1.24826E+18,30-39,male,is-org
4112716033,>=40,male,non-org
1.42184E+18,30-39,male,non-org
3127196243,>=40,male,non-org
1.01938E+18,>=40,male,non-org
1.34185E+18,>=40,male,is-org
1.38583E+18,>=40,male,is-org
7.8226E+17,<=18,male,non-org
862882010,30-39,male,non-org
1.42841E+18,>=40,male,is-org
1.20167E+18,19-29,male,is-org
625025212,>=40,male,non-org
9.52147E+17,<=18,male,non-org
8.50158E+17,>=40,male,non-org
1.1849E+18,19-29,male,non-org
1.0741E+18,30-39,male,non-org
1.29727E+18,<=18,male,non-org
444063000,>=40,male,non-org
7.9447E+17,<=18,male,non-org
1.21711E+18,19-29,male,non-org
112392666,>=40,female,non-org
3294077848,30-39,male,non-org
1920913182,30-39,female,is-org
857566453,>=40,male,non-org
114921875,>=40,male,non-org
1335765847,>=40,male,non-org
2981720032,<=18,male,non-org
8.33421E+17,<=18,male,non-org
1964376582,>=40,male,non-org
9.39204E+17,<=18,male,non-org
155045917,30-39,male,non-org
155045917,30-39,male,non-org
2851359505,30-39,male,non-org
1.36559E+18,<=18,male,is-org
282206408,>=40,male,is-org
938663832,>=40,female,non-org
570742502,30-39,female,is-org
155582936,>=40,male,non-org
376770373,>=40,male,non-org
3391656821,>=40,male,non-org
1.31843E+18,>=40,male,is-org
9.77314E+17,>=40,male,non-org
974336876,19-29,male,non-org
1.31137E+18,<=18,male,non-org
34425259,>=40,male,non-org
478742779,>=40,male,non-org
783647587,19-29,male,non-org
1.4251E+18,>=40,male,non-org
1.2755E+18,<=18,male,is-org
1.35677E+18,19-29,male,non-org
1.07457E+18,19-29,male,non-org
1234657988,19-29,male,non-org
1.16688E+18,<=18,male,non-org
58569513,>=40,male,is-org
2508641815,>=40,male,non-org
9.39204E+17,<=18,male,non-org
1545994664,19-29,male,is-org
1.44269E+18,19-29,female,non-org
1.24377E+18,>=40,male,is-org
1.24377E+18,>=40,male,is-org
392627346,30-39,male,non-org
392627346,30-39,male,non-org
9.73678E+17,<=18,male,non-org
7.34457E+17,>=40,male,is-org
1.411E+18,19-29,male,non-org
1.17839E+18,<=18,female,non-org
1.37579E+18,30-39,female,is-org
759696560,19-29,male,non-org
19553306,>=40,male,non-org
950679836,>=40,female,is-org
1.05918E+18,<=18,male,non-org
7.28086E+17,30-39,male,non-org
331233490,19-29,female,is-org
1.34969E+18,19-29,male,non-org
1.1885E+18,19-29,male,non-org
101568334,30-39,male,non-org
23873458,19-29,male,non-org
20028582,<=18,male,non-org
2943064191,<=18,male,non-org
1.44254E+18,<=18,male,is-org
499716128,<=18,male,non-org
1.07551E+18,19-29,female,non-org
1.40474E+18,>=40,male,non-org
1.42983E+18,<=18,male,non-org
1.3092E+18,19-29,male,non-org
1.3092E+18,19-29,male,non-org
1.3092E+18,19-29,male,non-org
1.3092E+18,19-29,male,non-org
1.2095E+18,<=18,male,non-org
7.68217E+17,>=40,male,is-org
1.41347E+18,<=18,male,non-org
1.25509E+18,19-29,male,non-org
1.24965E+18,30-39,female,non-org
9.29004E+17,<=18,male,non-org
9.29004E+17,<=18,male,non-org
9.29004E+17,<=18,male,non-org
1286238691,>=40,male,is-org
2494264909,<=18,male,is-org
1.2035E+18,30-39,female,non-org
162850292,>=40,male,is-org
1.17238E+18,30-39,female,is-org
1.17238E+18,30-39,female,is-org
1.29354E+18,<=18,male,non-org
7.93079E+17,<=18,male,non-org
463892752,>=40,male,non-org
1.34235E+18,30-39,male,is-org
1.43065E+18,>=40,male,non-org
211108795,30-39,male,non-org
473954624,>=40,male,non-org
3430393743,<=18,male,is-org
50698721,19-29,female,non-org
1.38532E+18,>=40,male,is-org
1.38532E+18,>=40,male,is-org
577840120,>=40,male,non-org
1.15915E+18,30-39,male,non-org
262509686,19-29,male,non-org
2690282748,<=18,male,is-org
7.93654E+17,19-29,male,non-org
8.31428E+17,<=18,male,non-org
270822164,>=40,male,non-org
1.15003E+18,<=18,male,non-org
602192289,19-29,male,non-org
122084857,<=18,male,is-org
423514732,<=18,male,non-org
2995558119,<=18,male,non-org
1.14683E+18,<=18,male,non-org
1.30799E+18,19-29,female,non-org
3342784636,19-29,male,non-org
39012823,>=40,male,non-org
2572486792,<=18,male,non-org
399471273,>=40,male,non-org
240414874,30-39,male,non-org
19246683,>=40,male,non-org
787440908,>=40,female,non-org
164851202,>=40,male,non-org
1.28152E+18,>=40,male,is-org
1.28152E+18,>=40,male,is-org
1.28152E+18,>=40,male,is-org
1.28152E+18,>=40,male,is-org
23654898,>=40,male,is-org
4797353982,19-29,female,non-org
2323138934,<=18,male,non-org
1.30976E+18,<=18,male,non-org
